compagnie;nom;canal;etat_finder_actuel;ancienne_information_disponible;url_officielle;fait_officiel_trouve;preuve_raccordee;tarif_trouve;tarif_raccorde;classe_pre_lecture;categorie_inventaire;action
"airline_air_mauritius";"Air Mauritius";"hold";"accepted_with_conditions";"éditorial « Allowed » — With prior reservation & documents, dogs, cats & household birds as checked baggage from Mauritius, per IATA rules. Reptiles/rodents cargo-o";"https://www.airmauritius.com/en-au/before-you-fly/travel-information/assistance-and-health/travelling-with-pets";"« Even though your pet can't fly in the cabin with you, it can still travel safely and comfortably on the same flight as you, in the hold of most of our aircraft. » (Travelling with Pets → opening policy statement, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold (checked, per IATA): Excess-baggage rate (on request)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_air_mauritius";"Air Mauritius";"cargo";"accepted_with_conditions";"éditorial « Via cargo » — Solo pets, unusual sizes, reptiles & rodents via cargo or a freight forwarder.";"https://www.airmauritius.com/en-au/before-you-fly/travel-information/assistance-and-health/travelling-with-pets";"« Please contact our Air Mauritius Cargo Office or liaise with your freight forwarder, who will provide you with valuable guidelines on how to prepare your pets for travel, assist with the relevant formalities, and book space with Air Mauritius. » (Travelling with Pets → Pets travelling as cargo, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cargo (solo / unusual): Quote";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_air_new_zealand";"Air New Zealand";"cabin";"confirmation_required (legacy_unreviewed)";"éditorial « Not allowed » — No pets in the cabin — only accredited service dogs.";"https://www.airnewzealand.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_air_new_zealand";"Air New Zealand";"hold";"confirmation_required (legacy_unreviewed)";"éditorial « Domestic » — Cats, dogs & small caged birds as checked baggage on some NZ domestic flights (pet + carrier ≤ 60 kg) in a climate-controlled, pressurised h";"https://www.airnewzealand.com";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Hold — NZ domestic: NZ$120 (flat)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_air_new_zealand";"Air New Zealand";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via transporter » — Solo pets, international, over 60 kg or oversize via an approved pet transporter (ANZ doesn't take direct public bookings).";"https://www.airnewzealand.com";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Cargo — international / solo: Via transporter";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_air_serbia";"Air Serbia";"cabin";"confirmation_required (legacy_unreviewed)";"éditorial « Allowed » — 8 kg (carrier + animal), soft carrier up to 40 × 30 × 24 cm (sum of dimensions 94 cm), net cover for ventilation, kept at your feet for the ";"https://www.airserbia.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_air_serbia";"Air Serbia";"hold";"confirmation_required (legacy_unreviewed)";"éditorial « Not published » — Air Serbia publishes no weight limits, crate-size bands or dedicated fee for hold travel. The only related text is a legal boilerplate line ";"https://www.airserbia.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_air_serbia";"Air Serbia";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Not published » — The tariff document references a ""Rule 75 — Acceptance of animals"" section, but its full text isn't accessible on the public site, and no st";"https://www.airserbia.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_air_tahiti_nui";"Air Tahiti Nui";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Vaccinated cats & dogs ≤ 8 kg incl. carrier under the seat (max 40 × 35 × 20 cm), on 4 routes (LA–Paris, Paris–LA, Papeete–LA, Papeete–Paris";"https://pf.airtahitinui.com/voyager-avec-un-animal";"« Air Tahiti Nui accepte le transport en cabine des chiens et chats vaccinés accompagnés de leur propriétaire et uniquement sur les vols suivants : » (Animaux domestiques en cabine, fr, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin — LA → Paris: $150 | fareList : Cabin — Paris → LA: €150 | fareList : Cabin — Papeete → LA / Paris: XPF 14,000 / 24,000";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_air_tahiti_nui";"Air Tahiti Nui";"hold";"aucune politique";"—";"https://www.gov.uk/government/publications/pet-travel-approved-air-sea-and-rail-carriers-and-routes/approved-air-routes-for-pet-travel";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Cargo (hold): Quote";"non — aucun tarif n'atteint le Finder aujourd'hui";"aucune ancienne information";"B";"chercher une page officielle actuelle (Codex) ; sinon inconnue nommée"
"airline_air_tahiti_nui";"Air Tahiti Nui";"cargo";"accepted_with_conditions";"éditorial « Via cargo » — Pets that can't fly in the cabin travel in the pressurised hold via Cargo (min 6 months, microchipped, travel cage), between PPT/CDG/AKL/LAX";"https://pf.airtahitinui.com/transport-danimaux-en-soute";"« Si, en revanche, votre animal ne peut pas être transporté en cabine, il peut certainement être transporté par fret, dans la soute de l’appareil. » (Vous souhaitez faire voyager votre animal de compagnie ?, fr, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cargo (hold): Quote";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_air_transat";"Air Transat";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Cats & dogs only ≤ 8 kg (carrier + pet) in a soft carrier under the seat (max 43 × 24 × 25 cm). Reserve ≥ 24 h ahead. | plafond hérité 8 kg (chien + contenant)";"https://www.airtransat.com/en-GB/travel-information/special-services/pets-and-service-dogs";"« The total weight of the carrier and animal must not exceed 8 kilos. » (Pets in cabin → Restrictions, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin — within Canada/US: $50 CAD | fareList : Cabin — Europe/Africa/South: $100 CAD";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_air_transat";"Air Transat";"hold";"accepted_with_conditions";"éditorial « Allowed » — Cats & dogs (≤ 45 kg incl. carrier) as checked baggage; one per cage, min 12 weeks. Cable-tied free. Payment doesn't guarantee acceptance.";"https://www.airtransat.com/en-GB/travel-information/special-services/pets-and-service-dogs";"« Only cats and dogs are allowed in the checked baggage hold. » (Pets in the checked baggage hold → Restrictions, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold — within Canada: $100 CAD | fareList : Hold — US / Europe & South: $150–275 CAD";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_air_transat";"Air Transat";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via cargo » — Cats & dogs to/from the UK and the Republic of Ireland go by cargo, with advance arrangements and extra fees — except that cabin and hold st";"https://www.airtransat.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_airbaltic";"airBaltic";"cabin";"confirmation_required (legacy_unreviewed)";"éditorial « Allowed » — 8 kg (pet + carrier), closed waterproof and breathable carrier up to 55 × 40 × 23 cm, stowed under the seat in front of you. One carrier per";"https://www.airbaltic.com";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Cabin: €70";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_airbaltic";"airBaltic";"hold";"confirmation_required (legacy_unreviewed)";"éditorial « Allowed » — Up to 75 kg (pet + crate) — except Amsterdam flights, capped at 39 kg. Hard plastic or wood crate up to 84 × 142 × 84 cm, no wheels, at leas";"https://www.airbaltic.com";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Hold — 1–32 kg: €130 | fareList : Hold — 33–75 kg: €220";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_airbaltic";"airBaltic";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via agents, no published rate » — For animals over 75 kg or shipped without their owner. airBaltic is an EU-authorised animal carrier, but pricing and crate specifics are han";"https://www.airbaltic.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_aircalin";"Aircalin";"cabin";"denied";"éditorial « Not allowed » — No pet in the cabin, whatever its size. Only guide dogs for the visually or hearing impaired can be admitted, and only with prior authorisat";"https://www.aircalin.com/fr/animaux";"« Le transport des animaux s’effectue en fret uniquement. » (Transport d'animaux, fr, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin: Not available";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_aircalin";"Aircalin";"hold";"denied";"éditorial « Not allowed » — Aircalin doesn't take pets as checked baggage either. There is no accompanied-hold option at all — no weight bracket, no crate size, nothing";"https://www.aircalin.com/fr/animaux";"« Le transport des animaux s’effectue en fret uniquement. » (Transport d'animaux, fr, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold: Not available";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_aircalin";"Aircalin";"cargo";"accepted_with_conditions";"éditorial « Only route » — The file is opened with the Tontouta cargo office three months before departure, with a SIVAP certificate, and the animal is dropped off 4 h";"https://www.aircalin.com/fr/animaux";"« Le transport des animaux s’effectue en fret uniquement. » (Transport d'animaux, fr, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cargo (airfreight): Quote — no published rate";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_alaska";"Alaska Airlines";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Small dogs, cats, rabbits & birds in a soft carrier under the seat (max 17 × 11 × 9.5 in). First-come, first-served. | conditions héritées : The pet must be small enough to fit and stay comfortably in a carrier under the seat (soft-sided carrier up to 17 × 11 ×";"https://www.alaskaair.com/content/travel-info/pets";"« Pets that fit in an under-seat carrier can travel in a cabin. » (Traveling With Pets → Pets in cabin, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin: $100 each way ($35 within Hawaii)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
